ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
MC,2020-08-02,61,61,0,0,0,0
MD,2020-08-02,631,618,0,13,0,0
ML,2020-08-02,4,4,0,0,0,0
NC,2020-08-02,84,84,0,0,0,0
PV,2020-08-02,314,294,0,20,0,0
RI,2020-08-02,5,4,0,0,1,0
VC,2020-08-02,209,209,0,0,0,0
AN,2020-08-03,293,293,0,0,0,0
AR,2020-08-03,417,417,0,0,0,0
AS,2020-08-03,12,12,0,0,0,0
CB,2020-08-03,40,40,0,0,0,0
CE,2020-08-03,0,0,0,0,0,0
CL,2020-08-03,124,123,0,0,1,0
CM,2020-08-03,90,90,0,0,0,0
CN,2020-08-03,38,38,0,0,0,0
CT,2020-08-03,928,926,0,0,2,0
EX,2020-08-03,21,21,0,0,0,0
GA,2020-08-03,76,76,0,0,0,0
IB,2020-08-03,156,156,0,0,0,0
MC,2020-08-03,74,74,0,0,0,0
MD,2020-08-03,996,971,0,25,0,0
ML,2020-08-03,4,4,0,0,0,0
NC,2020-08-03,106,106,0,0,0,0
PV,2020-08-03,456,427,0,29,0,0
RI,2020-08-03,10,9,0,0,1,0
VC,2020-08-03,293,293,0,0,0,0
AN,2020-08-04,285,285,0,0,0,0
AR,2020-08-04,569,568,0,0,1,0
AS,2020-08-04,19,19,0,0,0,0
CB,2020-08-04,49,49,0,0,0,0
CE,2020-08-04,0,0,0,0,0,0
CL,2020-08-04,205,205,0,0,0,0
CM,2020-08-04,109,108,0,1,0,0
CN,2020-08-04,54,54,0,0,0,0
CT,2020-08-04,1016,1013,0,0,3,0
EX,2020-08-04,16,16,0,0,0,0
GA,2020-08-04,109,109,0,0,0,0
IB,2020-08-04,173,173,0,0,0,0
MC,2020-08-04,97,97,0,0,0,0
MD,2020-08-04,1145,1127,0,18,0,0
ML,2020-08-04,5,5,0,0,0,0
NC,2020-08-04,84,84,0,0,0,0
PV,2020-08-04,418,385,0,33,0,0
RI,2020-08-04,8,8,0,0,0,0
VC,2020-08-04,361,361,0,0,0,0
AN,2020-08-05,366,366,0,0,0,0
AR,2020-08-05,432,432,0,0,0,0
AS,2020-08-05,38,38,0,0,0,0
CB,2020-08-05,32,32,0,0,0,0
CE,2020-08-05,0,0,0,0,0,0
CL,2020-08-05,231,231,0,0,0,0
CM,2020-08-05,109,106,0,1,2,0
CN,2020-08-05,71,71,0,0,0,0
CT,2020-08-05,1006,1002,0,0,4,0
EX,2020-08-05,35,35,0,0,0,0
GA,2020-08-05,79,79,0,0,0,0
IB,2020-08-05,168,168,0,0,0,0
MC,2020-08-05,65,65,0,0,0,0
MD,2020-08-05,1127,1111,0,16,0,0
ML,2020-08-05,1,1,0,0,0,0
NC,2020-08-05,82,82,0,0,0,0
PV,2020-08-05,411,373,0,38,0,0
RI,2020-08-05,27,27,0,0,0,0
VC,2020-08-05,371,370,0,1,0,0
AN,2020-08-06,373,373,0,0,0,0
AR,2020-08-06,570,570,0,0,0,0
AS,2020-08-06,39,39,0,0,0,0
CB,2020-08-06,45,45,0,0,0,0
CE,2020-08-06,1,1,0,0,0,0
CL,2020-08-06,175,175,0,0,0,0
CM,2020-08-06,127,126,0,0,1,0
CN,2020-08-06,77,77,0,0,0,0
CT,2020-08-06,947,943,0,0,4,0
EX,2020-08-06,30,30,0,0,0,0
GA,2020-08-06,76,76,0,0,0,0
IB,2020-08-06,173,173,0,0,0,0
MC,2020-08-06,61,61,0,0,0,0
MD,2020-08-06,1126,1113,0,13,0,0
ML,2020-08-06,3,3,0,0,0,0
NC,2020-08-06,87,87,0,0,0,0
PV,2020-08-06,390,362,0,28,0,0
RI,2020-08-06,16,16,0,0,0,0
VC,2020-08-06,324,324,0,0,0,0
AN,2020-08-07,456,456,0,0,0,0
AR,2020-08-07,561,561,0,0,0,0
AS,2020-08-07,28,28,0,0,0,0
CB,2020-08-07,44,44,0,0,0,0
CE,2020-08-07,1,1,0,0,0,0
CL,2020-08-07,256,255,0,0,1,0
CM,2020-08-07,121,120,0,0,1,0
CN,2020-08-07,69,69,0,0,0,0
CT,2020-08-07,1157,1155,0,0,2,0
EX,2020-08-07,43,43,0,0,0,0
GA,2020-08-07,98,98,0,0,0,0
IB,2020-08-07,197,197,0,0,0,0
MC,2020-08-07,109,109,0,0,0,0
MD,2020-08-07,1409,1390,0,19,0,0
ML,2020-08-07,5,5,0,0,0,0
NC,2020-08-07,114,114,0,0,0,0
PV,2020-08-07,311,275,0,36,0,0
RI,2020-08-07,21,21,0,0,0,0
VC,2020-08-07,359,358,0,1,0,0
AN,2020-08-08,376,376,0,0,0,0
AR,2020-08-08,509,509,0,0,0,0
AS,2020-08-08,23,23,0,0,0,0
CB,2020-08-08,45,45,0,0,0,0
CE,2020-08-08,2,2,0,0,0,0
CL,2020-08-08,189,189,0,0,0,0
CM,2020-08-08,145,145,0,0,0,0
CN,2020-08-08,68,68,0,0,0,0
CT,2020-08-08,699,699,0,0,0,0
EX,2020-08-08,19,19,0,0,0,0
GA,2020-08-08,111,111,0,0,0,0
IB,2020-08-08,191,191,0,0,0,0
MC,2020-08-08,86,86,0,0,0,0
MD,2020-08-08,1043,1035,0,8,0,0
ML,2020-08-08,3,3,0,0,0,0
NC,2020-08-08,91,91,0,0,0,0
PV,2020-08-08,325,293,0,32,0,0
RI,2020-08-08,12,12,0,0,0,0
VC,2020-08-08,325,325,0,0,0,0
AN,2020-08-09,327,327,0,0,0,0
AR,2020-08-09,315,315,0,0,0,0
AS,2020-08-09,35,35,0,0,0,0
CB,2020-08-09,28,28,0,0,0,0
CE,2020-08-09,1,1,0,0,0,0
CL,2020-08-09,271,270,0,0,1,0
CM,2020-08-09,125,124,0,1,0,0
CN,2020-08-09,89,89,0,0,0,0
CT,2020-08-09,533,532,0,0,0,1
EX,2020-08-09,10,10,0,0,0,0
GA,2020-08-09,113,113,0,0,0,0
IB,2020-08-09,178,178,0,0,0,0
MC,2020-08-09,95,95,0,0,0,0
MD,2020-08-09,1012,995,0,17,0,0
ML,2020-08-09,5,5,0,0,0,0
NC,2020-08-09,118,118,0,0,0,0
PV,2020-08-09,554,524,0,30,0,0
RI,2020-08-09,20,20,0,0,0,0
VC,2020-08-09,267,267,0,0,0,0
AN,2020-08-10,467,467,0,0,0,0
AR,2020-08-10,567,567,0,0,0,0
AS,2020-08-10,26,26,0,0,0,0
CB,2020-08-10,45,45,0,0,0,0
CE,2020-08-10,2,2,0,0,0,0
CL,2020-08-10,239,238,0,0,1,0
CM,2020-08-10,185,185,0,0,0,0
CN,2020-08-10,140,140,0,0,0,0
CT,2020-08-10,1089,1086,0,0,3,0
EX,2020-08-10,29,29,0,0,0,0
GA,2020-08-10,170,170,0,0,0,0
IB,2020-08-10,329,329,0,0,0,0
MC,2020-08-10,124,124,0,0,0,0
MD,2020-08-10,1584,1551,0,33,0,0
ML,2020-08-10,14,14,0,0,0,0
NC,2020-08-10,97,97,0,0,0,0
PV,2020-08-10,531,501,0,30,0,0
RI,2020-08-10,55,55,0,0,0,0
VC,2020-08-10,433,433,0,0,0,0
AN,2020-08-11,519,519,0,0,0,0
AR,2020-08-11,394,394,0,0,0,0
AS,2020-08-11,27,27,0,0,0,0
CB,2020-08-11,73,73,0,0,0,0
CE,2020-08-11,4,4,0,0,0,0
CL,2020-08-11,258,258,0,0,0,0
CM,2020-08-11,212,210,0,1,1,0
CN,2020-08-11,155,155,0,0,0,0
CT,2020-08-11,994,990,0,0,4,0
EX,2020-08-11,33,33,0,0,0,0
GA,2020-08-11,140,140,0,0,0,0
IB,2020-08-11,268,268,0,0,0,0
MC,2020-08-11,124,124,0,0,0,0
MD,2020-08-11,1991,1976,0,15,0,0
ML,2020-08-11,9,9,0,0,0,0
NC,2020-08-11,123,123,0,0,0,0
PV,2020-08-11,617,564,0,53,0,0
RI,2020-08-11,68,68,0,0,0,0
VC,2020-08-11,430,430,0,0,0,0
AN,2020-08-12,592,592,0,0,0,0
AR,2020-08-12,419,418,0,0,1,0
AS,2020-08-12,26,26,0,0,0,0
CB,2020-08-12,52,52,0,0,0,0
CE,2020-08-12,2,2,0,0,0,0
CL,2020-08-12,312,312,0,0,0,0
CM,2020-08-12,220,218,0,2,0,0
CN,2020-08-12,184,184,0,0,0,0
CT,2020-08-12,1061,1058,0,0,3,0
EX,2020-08-12,73,73,0,0,0,0
GA,2020-08-12,144,144,0,0,0,0
IB,2020-08-12,291,291,0,0,0,0
MC,2020-08-12,142,142,0,0,0,0
MD,2020-08-12,1773,1765,0,8,0,0
ML,2020-08-12,9,9,0,0,0,0
NC,2020-08-12,94,94,0,0,0,0
PV,2020-08-12,613,554,0,59,0,0
RI,2020-08-12,55,55,0,0,0,0
VC,2020-08-12,471,471,0,0,0,0
AN,2020-08-13,637,637,0,0,0,0
AR,2020-08-13,397,397,0,0,0,0
AS,2020-08-13,17,17,0,0,0,0
CB,2020-08-13,43,43,0,0,0,0
CE,2020-08-13,4,4,0,0,0,0
CL,2020-08-13,324,324,0,0,0,0
CM,2020-08-13,271,271,0,0,0,0
CN,2020-08-13,148,148,0,0,0,0
CT,2020-08-13,1016,1012,0,0,3,1
EX,2020-08-13,64,64,0,0,0,0
GA,2020-08-13,130,130,0,0,0,0
IB,2020-08-13,315,315,0,0,0,0
MC,2020-08-13,194,194,0,0,0,0
MD,2020-08-13,1721,1706,0,15,0,0
ML,2020-08-13,1,1,0,0,0,0
NC,2020-08-13,90,90,0,0,0,0
PV,2020-08-13,423,385,0,38,0,0
RI,2020-08-13,58,58,0,0,0,0
VC,2020-08-13,450,450,0,0,0,0
AN,2020-08-14,730,730,0,0,0,0
AR,2020-08-14,456,456,0,0,0,0
AS,2020-08-14,22,22,0,0,0,0
CB,2020-08-14,58,58,0,0,0,0
CE,2020-08-14,9,9,0,0,0,0
CL,2020-08-14,381,381,0,0,0,0
CM,2020-08-14,225,225,0,0,0,0
CN,2020-08-14,196,195,0,0,0,1
CT,2020-08-14,1133,1130,0,0,3,0
EX,2020-08-14,47,47,0,0,0,0
GA,2020-08-14,132,131,0,1,0,0
IB,2020-08-14,331,331,0,0,0,0
MC,2020-08-14,181,181,0,0,0,0
MD,2020-08-14,2256,2248,0,8,0,0
ML,2020-08-14,6,6,0,0,0,0
NC,2020-08-14,87,87,0,0,0,0
PV,2020-08-14,328,299,0,29,0,0
RI,2020-08-14,60,60,0,0,0,0
VC,2020-08-14,533,533,0,0,0,0
AN,2020-08-15,633,633,0,0,0,0
AR,2020-08-15,377,377,0,0,0,0
AS,2020-08-15,29,29,0,0,0,0
CB,2020-08-15,56,56,0,0,0,0
CE,2020-08-15,8,8,0,0,0,0
CL,2020-08-15,289,288,0,0,1,0
CM,2020-08-15,211,211,0,0,0,0
CN,2020-08-15,209,209,0,0,0,0
CT,2020-08-15,809,809,0,0,0,0
EX,2020-08-15,31,31,0,0,0,0
GA,2020-08-15,153,153,0,0,0,0
IB,2020-08-15,289,288,1,0,0,0
MC,2020-08-15,177,177,0,0,0,0
MD,2020-08-15,1283,1273,0,10,0,0
ML,2020-08-15,12,12,0,0,0,0
NC,2020-08-15,121,121,0,0,0,0
PV,2020-08-15,566,518,0,48,0,0
RI,2020-08-15,52,52,0,0,0,0
VC,2020-08-15,417,417,0,0,0,0
AN,2020-08-16,584,584,0,0,0,0
AR,2020-08-16,301,301,0,0,0,0
AS,2020-08-16,24,24,0,0,0,0
CB,2020-08-16,63,63,0,0,0,0
CE,2020-08-16,1,1,0,0,0,0
CL,2020-08-16,303,303,0,0,0,0
CM,2020-08-16,188,187,0,0,1,0
CN,2020-08-16,150,150,0,0,0,0
CT,2020-08-16,716,715,0,0,1,0
EX,2020-08-16,39,39,0,0,0,0
GA,2020-08-16,147,147,0,0,0,0
IB,2020-08-16,264,264,0,0,0,0
MC,2020-08-16,134,134,0,0,0,0
MD,2020-08-16,1023,1017,0,6,0,0
ML,2020-08-16,4,4,0,0,0,0
NC,2020-08-16,80,80,0,0,0,0
PV,2020-08-16,592,548,0,44,0,0
RI,2020-08-16,54,54,0,0,0,0
VC,2020-08-16,369,369,0,0,0,0
AN,2020-08-17,747,747,0,0,0,0
AR,2020-08-17,375,375,0,0,0,0
AS,2020-08-17,22,22,0,0,0,0
CB,2020-08-17,61,61,0,0,0,0
CE,2020-08-17,15,15,0,0,0,0
CL,2020-08-17,347,347,0,0,0,0
CM,2020-08-17,275,275,0,0,0,0
CN,2020-08-17,241,241,0,0,0,0
CT,2020-08-17,1150,1135,0,0,14,1
EX,2020-08-17,54,54,0,0,0,0
GA,2020-08-17,253,253,0,0,0,0
IB,2020-08-17,390,390,0,0,0,0
MC,2020-08-17,222,222,0,0,0,0
MD,2020-08-17,1572,1570,0,2,0,0
ML,2020-08-17,10,10,0,0,0,0
NC,2020-08-17,91,91,0,0,0,0
PV,2020-08-17,720,676,0,44,0,0
RI,2020-08-17,75,75,0,0,0,0
VC,2020-08-17,587,587,0,0,0,0
AN,2020-08-18,819,819,0,0,0,0
AR,2020-08-18,365,365,0,0,0,0
AS,2020-08-18,31,31,0,0,0,0
CB,2020-08-18,82,82,0,0,0,0
CE,2020-08-18,7,7,0,0,0,0
CL,2020-08-18,402,402,0,0,0,0
CM,2020-08-18,305,304,0,1,0,0
CN,2020-08-18,233,233,0,0,0,0
CT,2020-08-18,1200,1193,0,0,7,0
EX,2020-08-18,80,80,0,0,0,0
GA,2020-08-18,256,256,0,0,0,0
IB,2020-08-18,343,343,0,0,0,0
MC,2020-08-18,191,191,0,0,0,0
MD,2020-08-18,2731,2729,0,2,0,0
ML,2020-08-18,8,8,0,0,0,0
NC,2020-08-18,103,103,0,0,0,0
PV,2020-08-18,613,580,0,33,0,0
RI,2020-08-18,82,82,0,0,0,0
VC,2020-08-18,576,576,0,0,0,0
AN,2020-08-19,751,751,0,0,0,0
AR,2020-08-19,326,326,0,0,0,0
AS,2020-08-19,29,29,0,0,0,0
CB,2020-08-19,58,58,0,0,0,0
CE,2020-08-19,0,0,0,0,0,0
CL,2020-08-19,406,406,0,0,0,0
CM,2020-08-19,321,321,0,0,0,0
CN,2020-08-19,194,194,0,0,0,0
CT,2020-08-19,1096,1088,0,0,8,0
EX,2020-08-19,97,97,0,0,0,0
GA,2020-08-19,235,235,0,0,0,0
IB,2020-08-19,311,311,0,0,0,0
MC,2020-08-19,206,206,0,0,0,0
MD,2020-08-19,2891,2888,0,3,0,0
ML,2020-08-19,7,7,0,0,0,0
NC,2020-08-19,114,114,0,0,0,0
PV,2020-08-19,694,652,0,42,0,0
RI,2020-08-19,88,88,0,0,0,0
VC,2020-08-19,590,590,0,0,0,0
AN,2020-08-20,852,852,0,0,0,0
AR,2020-08-20,292,292,0,0,0,0
AS,2020-08-20,33,33,0,0,0,0
CB,2020-08-20,69,69,0,0,0,0
CE,2020-08-20,4,4,0,0,0,0
CL,2020-08-20,512,508,0,2,2,0
CM,2020-08-20,356,356,0,0,0,0
CN,2020-08-20,230,230,0,0,0,0
CT,2020-08-20,1253,1249,0,0,4,0
EX,2020-08-20,82,82,0,0,0,0
GA,2020-08-20,222,222,0,0,0,0
IB,2020-08-20,311,311,0,0,0,0
MC,2020-08-20,237,237,0,0,0,0
MD,2020-08-20,2620,2620,0,0,0,0
ML,2020-08-20,9,9,0,0,0,0
NC,2020-08-20,102,102,0,0,0,0
PV,2020-08-20,485,462,0,23,0,0
RI,2020-08-20,79,79,0,0,0,0
VC,2020-08-20,606,606,0,0,0,0
AN,2020-08-21,914,914,0,0,0,0
AR,2020-08-21,267,267,0,0,0,0
AS,2020-08-21,30,30,0,0,0,0
CB,2020-08-21,80,80,0,0,0,0
CE,2020-08-21,7,7,0,0,0,0
CL,2020-08-21,402,401,0,0,1,0
CM,2020-08-21,407,407,0,0,0,0
CN,2020-08-21,247,247,0,0,0,0
CT,2020-08-21,1242,1234,0,0,7,1
EX,2020-08-21,87,87,0,0,0,0
GA,2020-08-21,194,194,0,0,0,0
IB,2020-08-21,273,273,0,0,0,0
MC,2020-08-21,286,286,0,0,0,0
MD,2020-08-21,3838,3836,0,2,0,0
ML,2020-08-21,15,15,0,0,0,0
NC,2020-08-21,147,147,0,0,0,0
PV,2020-08-21,422,399,0,23,0,0
RI,2020-08-21,71,71,0,0,0,0
VC,2020-08-21,647,647,0,0,0,0
AN,2020-08-22,820,820,0,0,0,0
AR,2020-08-22,294,294,0,0,0,0
AS,2020-08-22,35,35,0,0,0,0
CB,2020-08-22,86,86,0,0,0,0
CE,2020-08-22,12,12,0,0,0,0
CL,2020-08-22,278,278,0,0,0,0
CM,2020-08-22,334,334,0,0,0,0
CN,2020-08-22,267,267,0,0,0,0
CT,2020-08-22,765,763,0,0,2,0
EX,2020-08-22,91,91,0,0,0,0
GA,2020-08-22,288,288,0,0,0,0
IB,2020-08-22,223,223,0,0,0,0
MC,2020-08-22,272,272,0,0,0,0
MD,2020-08-22,1612,1607,0,5,0,0
ML,2020-08-22,7,7,0,0,0,0
NC,2020-08-22,109,109,0,0,0,0
PV,2020-08-22,581,531,0,50,0,0
RI,2020-08-22,86,86,0,0,0,0
VC,2020-08-22,592,592,0,0,0,0
AN,2020-08-23,771,771,0,0,0,0
AR,2020-08-23,215,215,0,0,0,0
AS,2020-08-23,46,46,0,0,0,0
CB,2020-08-23,64,64,0,0,0,0
CE,2020-08-23,6,6,0,0,0,0
CL,2020-08-23,294,293,0,0,1,0
CM,2020-08-23,319,318,0,1,0,0
CN,2020-08-23,213,213,0,0,0,0
CT,2020-08-23,699,699,0,0,0,0
EX,2020-08-23,68,68,0,0,0,0
GA,2020-08-23,253,253,0,0,0,0
IB,2020-08-23,205,205,0,0,0,0
MC,2020-08-23,238,238,0,0,0,0
MD,2020-08-23,1151,1150,0,1,0,0
ML,2020-08-23,16,16,0,0,0,0
NC,2020-08-23,122,122,0,0,0,0
PV,2020-08-23,752,703,0,49,0,0
RI,2020-08-23,95,95,0,0,0,0
VC,2020-08-23,465,465,0,0,0,0
AN,2020-08-24,878,878,0,0,0,0
AR,2020-08-24,266,266,0,0,0,0
AS,2020-08-24,51,51,0,0,0,0
CB,2020-08-24,75,75,0,0,0,0
CE,2020-08-24,10,9,0,0,1,0
CL,2020-08-24,469,465,0,0,4,0
CM,2020-08-24,415,415,0,0,0,0
CN,2020-08-24,290,290,0,0,0,0
CT,2020-08-24,1298,1293,0,0,5,0
EX,2020-08-24,85,85,0,0,0,0
GA,2020-08-24,266,266,0,0,0,0
IB,2020-08-24,264,264,0,0,0,0
MC,2020-08-24,269,269,0,0,0,0
MD,2020-08-24,1857,1851,0,6,0,0
ML,2020-08-24,17,17,0,0,0,0
NC,2020-08-24,134,134,0,0,0,0
PV,2020-08-24,790,738,0,52,0,0
RI,2020-08-24,74,74,0,0,0,0
VC,2020-08-24,699,699,0,0,0,0
AN,2020-08-25,921,920,0,1,0,0
AR,2020-08-25,285,285,0,0,0,0
AS,2020-08-25,38,38,0,0,0,0
CB,2020-08-25,85,85,0,0,0,0
CE,2020-08-25,11,11,0,0,0,0
CL,2020-08-25,510,510,0,0,0,0
CM,2020-08-25,418,417,0,0,1,0
CN,2020-08-25,297,297,0,0,0,0
CT,2020-08-25,1163,1158,0,0,5,0
EX,2020-08-25,109,109,0,0,0,0
GA,2020-08-25,315,315,0,0,0,0
IB,2020-08-25,261,261,0,0,0,0
MC,2020-08-25,307,307,0,0,0,0
MD,2020-08-25,3692,3687,0,5,0,0
ML,2020-08-25,15,15,0,0,0,0
NC,2020-08-25,152,152,0,0,0,0
PV,2020-08-25,888,832,0,56,0,0
RI,2020-08-25,87,87,0,0,0,0
VC,2020-08-25,592,592,0,0,0,0
AN,2020-08-26,1030,1030,0,0,0,0
AR,2020-08-26,260,260,0,0,0,0
AS,2020-08-26,36,36,0,0,0,0
CB,2020-08-26,83,83,0,0,0,0
CE,2020-08-26,8,8,0,0,0,0
CL,2020-08-26,434,432,0,0,2,0
CM,2020-08-26,467,466,0,0,1,0
CN,2020-08-26,302,301,0,1,0,0
CT,2020-08-26,1266,1257,0,0,8,1
EX,2020-08-26,100,100,0,0,0,0
GA,2020-08-26,259,259,0,0,0,0
IB,2020-08-26,254,254,0,0,0,0
MC,2020-08-26,321,321,0,0,0,0
MD,2020-08-26,3055,3048,0,7,0,0
ML,2020-08-26,10,10,0,0,0,0
NC,2020-08-26,280,280,0,0,0,0
PV,2020-08-26,739,691,0,48,0,0
RI,2020-08-26,121,121,0,0,0,0
VC,2020-08-26,681,681,0,0,0,0
AN,2020-08-27,1049,1049,0,0,0,0
AR,2020-08-27,215,215,0,0,0,0
AS,2020-08-27,37,37,0,0,0,0
CB,2020-08-27,72,72,0,0,0,0
CE,2020-08-27,6,6,0,0,0,0
CL,2020-08-27,578,576,0,0,2,0
CM,2020-08-27,517,517,0,0,0,0
CN,2020-08-27,306,306,0,0,0,0
CT,2020-08-27,1229,1223,0,0,6,0
EX,2020-08-27,83,83,0,0,0,0
GA,2020-08-27,274,274,0,0,0,0
IB,2020-08-27,228,228,0,0,0,0
MC,2020-08-27,343,343,0,0,0,0
MD,2020-08-27,3150,3141,0,9,0,0
ML,2020-08-27,6,6,0,0,0,0
NC,2020-08-27,149,149,0,0,0,0
PV,2020-08-27,511,474,0,37,0,0
RI,2020-08-27,79,79,0,0,0,0
VC,2020-08-27,552,551,0,1,0,0
AN,2020-08-28,1060,1060,0,0,0,0
AR,2020-08-28,286,286,0,0,0,0
AS,2020-08-28,45,45,0,0,0,0
CB,2020-08-28,143,143,0,0,0,0
CE,2020-08-28,4,4,0,0,0,0
CL,2020-08-28,525,525,0,0,0,0
CM,2020-08-28,505,505,0,0,0,0
CN,2020-08-28,281,281,0,0,0,0
CT,2020-08-28,1221,1214,0,0,6,1
EX,2020-08-28,144,144,0,0,0,0
GA,2020-08-28,231,231,0,0,0,0
IB,2020-08-28,262,262,0,0,0,0
MC,2020-08-28,349,349,0,0,0,0
MD,2020-08-28,4344,4329,0,15,0,0
ML,2020-08-28,16,16,0,0,0,0
NC,2020-08-28,157,157,0,0,0,0
PV,2020-08-28,520,478,0,42,0,0
RI,2020-08-28,87,87,0,0,0,0
VC,2020-08-28,674,674,0,0,0,0
AN,2020-08-29,909,909,0,0,0,0
AR,2020-08-29,265,265,0,0,0,0
AS,2020-08-29,31,31,0,0,0,0
CB,2020-08-29,82,82,0,0,0,0
CE,2020-08-29,7,7,0,0,0,0
CL,2020-08-29,515,515,0,0,0,0
CM,2020-08-29,413,413,0,0,0,0
CN,2020-08-29,281,281,0,0,0,0
CT,2020-08-29,669,669,0,0,0,0
EX,2020-08-29,101,99,0,0,0,2
GA,2020-08-29,248,248,0,0,0,0
IB,2020-08-29,227,227,0,0,0,0
MC,2020-08-29,336,335,1,0,0,0
MD,2020-08-29,1805,1795,0,10,0,0
ML,2020-08-29,20,20,0,0,0,0
NC,2020-08-29,157,157,0,0,0,0
PV,2020-08-29,567,518,0,49,0,0
RI,2020-08-29,86,86,0,0,0,0
VC,2020-08-29,632,632,0,0,0,0
AN,2020-08-30,811,811,0,0,0,0
AR,2020-08-30,190,190,0,0,0,0
AS,2020-08-30,47,47,0,0,0,0
CB,2020-08-30,120,120,0,0,0,0
CE,2020-08-30,10,10,0,0,0,0
CL,2020-08-30,332,332,0,0,0,0
CM,2020-08-30,358,358,0,0,0,0
CN,2020-08-30,276,276,0,0,0,0
CT,2020-08-30,613,612,0,0,1,0
EX,2020-08-30,125,125,0,0,0,0
GA,2020-08-30,252,252,0,0,0,0
IB,2020-08-30,168,168,0,0,0,0
MC,2020-08-30,306,306,0,0,0,0
MD,2020-08-30,1662,1648,0,14,0,0
ML,2020-08-30,11,11,0,0,0,0
NC,2020-08-30,103,103,0,0,0,0
PV,2020-08-30,604,557,0,47,0,0
RI,2020-08-30,85,85,0,0,0,0
VC,2020-08-30,391,391,0,0,0,0
AN,2020-08-31,1000,1000,0,0,0,0
AR,2020-08-31,326,326,0,0,0,0
AS,2020-08-31,37,37,0,0,0,0
CB,2020-08-31,150,150,0,0,0,0
CE,2020-08-31,14,14,0,0,0,0
CL,2020-08-31,342,341,0,1,0,0
CM,2020-08-31,496,496,0,0,0,0
CN,2020-08-31,295,295,0,0,0,0
CT,2020-08-31,1135,1132,0,0,3,0
EX,2020-08-31,105,104,0,0,1,0
GA,2020-08-31,243,243,0,0,0,0
IB,2020-08-31,225,225,0,0,0,0
MC,2020-08-31,345,345,0,0,0,0
MD,2020-08-31,2240,2219,0,21,0,0
ML,2020-08-31,15,15,0,0,0,0
NC,2020-08-31,208,208,0,0,0,0
PV,2020-08-31,748,676,0,72,0,0
RI,2020-08-31,61,61,0,0,0,0
VC,2020-08-31,514,514,0,0,0,0
AN,2020-09-01,1176,1176,0,0,0,0
AR,2020-09-01,285,285,0,0,0,0
AS,2020-09-01,64,64,0,0,0,0
CB,2020-09-01,161,161,0,0,0,0
CE,2020-09-01,9,9,0,0,0,0
CL,2020-09-01,518,518,0,0,0,0
CM,2020-09-01,598,598,0,0,0,0
CN,2020-09-01,276,276,0,0,0,0
CT,2020-09-01,1255,1244,0,0,10,1
EX,2020-09-01,119,119,0,0,0,0
GA,2020-09-01,250,250,0,0,0,0
IB,2020-09-01,219,219,0,0,0,0
MC,2020-09-01,423,423,0,0,0,0
MD,2020-09-01,4290,4262,0,28,0,0
ML,2020-09-01,35,35,0,0,0,0
NC,2020-09-01,215,215,0,0,0,0
PV,2020-09-01,805,732,0,73,0,0
RI,2020-09-01,95,95,0,0,0,0
VC,2020-09-01,574,574,0,0,0,0
AN,2020-09-02,1053,1053,0,0,0,0
AR,2020-09-02,273,273,0,0,0,0
AS,2020-09-02,55,55,0,0,0,0
CB,2020-09-02,113,113,0,0,0,0
CE,2020-09-02,8,8,0,0,0,0
CL,2020-09-02,511,510,0,0,1,0
CM,2020-09-02,681,681,0,0,0,0
CN,2020-09-02,257,256,0,1,0,0
CT,2020-09-02,1099,1093,0,0,6,0
EX,2020-09-02,151,151,0,0,0,0
GA,2020-09-02,260,260,0,0,0,0
IB,2020-09-02,180,179,1,0,0,0
MC,2020-09-02,437,437,0,0,0,0
MD,2020-09-02,3883,3845,0,38,0,0
ML,2020-09-02,28,28,0,0,0,0
NC,2020-09-02,176,176,0,0,0,0
PV,2020-09-02,656,612,0,44,0,0
RI,2020-09-02,88,88,0,0,0,0
VC,2020-09-02,588,588,0,0,0,0
AN,2020-09-03,1044,1044,0,0,0,0
AR,2020-09-03,333,333,0,0,0,0
AS,2020-09-03,86,86,0,0,0,0
CB,2020-09-03,75,75,0,0,0,0
CE,2020-09-03,5,5,0,0,0,0
CL,2020-09-03,610,610,0,0,0,0
CM,2020-09-03,650,650,0,0,0,0
CN,2020-09-03,259,259,0,0,0,0
CT,2020-09-03,1139,1132,0,0,7,0
EX,2020-09-03,174,173,0,0,0,1
GA,2020-09-03,211,211,0,0,0,0
IB,2020-09-03,183,182,1,0,0,0
MC,2020-09-03,384,383,0,1,0,0
MD,2020-09-03,3796,3770,0,26,0,0
ML,2020-09-03,20,20,0,0,0,0
NC,2020-09-03,204,204,0,0,0,0
PV,2020-09-03,536,503,0,33,0,0
RI,2020-09-03,113,113,0,0,0,0
VC,2020-09-03,537,537,0,0,0,0
AN,2020-09-04,1342,1342,0,0,0,0
AR,2020-09-04,302,302,0,0,0,0
AS,2020-09-04,37,37,0,0,0,0
CB,2020-09-04,87,87,0,0,0,0
CE,2020-09-04,9,9,0,0,0,0
CL,2020-09-04,592,586,0,0,6,0
CM,2020-09-04,652,652,0,0,0,0
CN,2020-09-04,272,272,0,0,0,0
CT,2020-09-04,1267,1260,0,0,7,0
EX,2020-09-04,146,146,0,0,0,0
GA,2020-09-04,264,264,0,0,0,0
IB,2020-09-04,146,146,0,0,0,0
